village,district,village_code,unit,nearest_rail_station,dist_rail_station_km,nearest_icd,dist_icd_km,nearest_port,dist_port_km,nearest_air_cargo,dist_air_cargo_km,nearest_icp,dist_icp_km
Bhurkura,Mirzapur,212607,village,KAILAHAT,7.62,ICD Patna,221.63,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,602.46,Lal Bahadur Shastri International Airport (VNS),41.07,Sunauli ICP,261.57
Nonar,Mirzapur,212803,village,AHRAURA ROAD,12.93,ICD Patna,211.26,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,592.96,Lal Bahadur Shastri International Airport (VNS),44.87,Sunauli ICP,259.59
Kauria Kalan,Mirzapur,212822,village,KAILAHAT,11.63,ICD Patna,214.74,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,596.11,Lal Bahadur Shastri International Airport (VNS),43.39,Sunauli ICP,260.25
Bagahi,Mirzapur,212467,village,KAILAHAT,3.34,ICD Patna,222.78,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,610.3,Lal Bahadur Shastri International Airport (VNS),30.25,Sunauli ICP,252.25
Bahadurpur,Mirzapur,212481,village,AHRAURA ROAD,3.44,ICD Patna,217.3,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,605.61,Lal Bahadur Shastri International Airport (VNS),31.53,Sunauli ICP,250.69
Khamharia Kalan,Mirzapur,211137,village,GAIPURA,2.92,ICD Lucknow,229.55,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,658.65,Lal Bahadur Shastri International Airport (VNS),54.54,Sunauli ICP,267.83
Dawak,Mirzapur,212729,village,GANJ KHAWAJA,10.57,ICD Patna,199.77,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,589.04,Lal Bahadur Shastri International Airport (VNS),42.83,Sunauli ICP,248.83
Bharewal,Mirzapur,212708,village,JEONATHPUR,8.98,ICD Patna,203.16,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,592.38,Lal Bahadur Shastri International Airport (VNS),40.06,Sunauli ICP,248.89
Pasiyahi,Mirzapur,212329,village,NIGATPUR,6.78,ICD Patna,239.75,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,626.33,Lal Bahadur Shastri International Airport (VNS),30.47,Sunauli ICP,255.68
Anantpur,Mirzapur,211339,village,NIGATPUR,5.54,ICD Patna,238.76,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,626.17,Lal Bahadur Shastri International Airport (VNS),29.06,Sunauli ICP,254.29
Hansipur,Mirzapur,212344,village,DAGMAGPUR,6.78,ICD Patna,236.81,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,621.69,Lal Bahadur Shastri International Airport (VNS),32.45,Sunauli ICP,257.71
Bikana,Mirzapur,211409,village,MIRZAPUR,6.12,ICD Lucknow,245.73,Dhamra Port,642.12,Lal Bahadur Shastri International Airport (VNS),50.94,Sunauli ICP,272.3
Bara Goan,Mirzapur,212909,village,CHUNAR,2.34,ICD Patna,230.75,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,610.53,Lal Bahadur Shastri International Airport (VNS),40.29,Sunauli ICP,264.04
Devkhara,Mirzapur,211419,village,MIRZAPUR,3.92,ICD Lucknow,248.46,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,638.06,Lal Bahadur Shastri International Airport (VNS),47.61,Sunauli ICP,270.3
Parari,Mirzapur,211639,village,PAHARA,3.37,ICD Patna,243.23,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,622.9,Lal Bahadur Shastri International Airport (VNS),40.84,Sunauli ICP,266.13
Yusufpur,Mirzapur,212732,village,JEONATHPUR,11.5,ICD Patna,201.45,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,589.86,Lal Bahadur Shastri International Airport (VNS),42.52,Sunauli ICP,250.03
Domanpur,Mirzapur,212342,village,PAHARA,7.79,ICD Patna,237.5,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,622.98,Lal Bahadur Shastri International Airport (VNS),31.63,Sunauli ICP,256.92
Chapaurkalan,Mirzapur,211499,village,KATKA,5.55,ICD Lucknow,245.23,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,635.56,Lal Bahadur Shastri International Airport (VNS),33.61,Sunauli ICP,256.92
Ledoo,Mirzapur,211479,village,KATKA,4.56,ICD Lucknow,244.0,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,636.83,Lal Bahadur Shastri International Airport (VNS),33.74,Sunauli ICP,256.62
Kharaka,Mirzapur,212617,village,KAILAHAT,8.63,ICD Patna,219.52,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,600.37,Lal Bahadur Shastri International Airport (VNS),41.87,Sunauli ICP,261.33
Tand,Mirzapur,211410,village,MIRZAPUR,7.05,ICD Lucknow,246.24,Dhamra Port,641.7,Lal Bahadur Shastri International Airport (VNS),51.9,Sunauli ICP,273.31
Belhar,Mirzapur,212793,village,AHRAURA ROAD,13.13,ICD Patna,211.89,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,593.23,Lal Bahadur Shastri International Airport (VNS),45.02,Sunauli ICP,260.11
Sikara Kalan,Mirzapur,211107,village,GAIPURA,2.96,ICD Lucknow,228.86,Dhamra Port,659.74,Lal Bahadur Shastri International Airport (VNS),57.83,Sunauli ICP,270.31
Deo Lasi,Mirzapur,212519,village,AHRAURA ROAD,3.64,ICD Patna,214.1,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,601.07,Lal Bahadur Shastri International Airport (VNS),35.4,Sunauli ICP,252.43
Gobindpur Urf Dhannupur,Mirzapur,212331,village,PAHARA,5.34,ICD Patna,242.72,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,627.69,Lal Bahadur Shastri International Airport (VNS),33.46,Sunauli ICP,258.49
Majhawa Taras,Mirzapur,212396,village,CHUNAR,6.36,ICD Patna,228.44,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,614.1,Lal Bahadur Shastri International Airport (VNS),31.62,Sunauli ICP,255.51
Neguraban Singh,Mirzapur,211032,village,JIGNA,3.37,ICD Lucknow,226.18,Dhamra Port,662.55,Lal Bahadur Shastri International Airport (VNS),59.22,Sunauli ICP,269.96
Biraura Pandey,Mirzapur,211136,village,GAIPURA,3.24,ICD Lucknow,228.52,Dhamra Port,659.8,Lal Bahadur Shastri International Airport (VNS),55.69,Sunauli ICP,268.24
Umariya Ayodhya Prasad,Mirzapur,211660,village,JHINGURA,11.82,ICD Patna,251.88,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,625.72,Lal Bahadur Shastri International Airport (VNS),50.8,Sunauli ICP,275.85
Nadani,Mirzapur,211694,village,GAIPURA,13.99,ICD Lucknow,244.09,Dhamra Port,645.43,Lal Bahadur Shastri International Airport (VNS),63.54,Sunauli ICP,282.52
Barhauna,Mirzapur,211791,village,GAIPURA,26.25,ICD Lucknow,254.93,Dhamra Port,635.82,Lal Bahadur Shastri International Airport (VNS),71.85,Sunauli ICP,293.36
Lahraon,Mirzapur,211921,village,JIGNA,26.23,ICD Lucknow,247.09,Dhamra Port,646.28,Lal Bahadur Shastri International Airport (VNS),81.48,Sunauli ICP,298.84
Baudra,Mirzapur,211926,village,JIGNA,25.19,ICD Lucknow,248.19,Dhamra Port,644.45,Lal Bahadur Shastri International Airport (VNS),78.81,Sunauli ICP,297.01
Rampur 38,Mirzapur,212300,village,LUSA,3.96,ICD Patna,236.5,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,602.28,Lal Bahadur Shastri International Airport (VNS),59.98,Sunauli ICP,283.3
Bhadauha,Mirzapur,212219,village,SAKTESGARH,14.43,ICD Patna,251.72,Dhamra Port,616.43,Lal Bahadur Shastri International Airport (VNS),59.63,Sunauli ICP,284.93
Basaipur,Mirzapur,211919,village,JIGNA,25.2,ICD Lucknow,246.16,Dhamra Port,647.05,Lal Bahadur Shastri International Airport (VNS),80.77,Sunauli ICP,297.88
Layan,Mirzapur,211952,village,MANDA ROAD,25.63,ICD Lucknow,244.59,Dhamra Port,649.42,Lal Bahadur Shastri International Airport (VNS),83.58,Sunauli ICP,299.6
Khamaharia Kalan,Mirzapur,211879,village,GAIPURA,25.2,ICD Lucknow,252.39,Dhamra Port,638.79,Lal Bahadur Shastri International Airport (VNS),73.34,Sunauli ICP,293.85
Baripur,Mirzapur,211865,village,JIGNA,25.15,ICD Lucknow,250.61,Dhamra Port,641.11,Lal Bahadur Shastri International Airport (VNS),75.43,Sunauli ICP,295.02
Shiur,Mirzapur,212841,village,KAILAHAT,21.03,ICD Patna,216.51,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,590.01,Lal Bahadur Shastri International Airport (VNS),54.03,Sunauli ICP,270.8
Takia Mu. Jurvi,Mirzapur,212840,village,KAILAHAT,18.7,ICD Patna,217.62,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,592.3,Lal Bahadur Shastri International Airport (VNS),51.84,Sunauli ICP,269.39
Dharadhanpur,Mirzapur,211723,village,JIGNA,14.82,ICD Lucknow,240.61,Dhamra Port,650.19,Lal Bahadur Shastri International Airport (VNS),70.2,Sunauli ICP,286.73
Sukhnai,Mirzapur,211659,village,JHINGURA,12.04,ICD Patna,251.15,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,624.98,Lal Bahadur Shastri International Airport (VNS),50.58,Sunauli ICP,275.69
Samudwa,Mirzapur,212922,village,SAKTESGARH,4.44,ICD Patna,233.63,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,607.83,Lal Bahadur Shastri International Airport (VNS),48.25,Sunauli ICP,272.0
Madawa Newada,Mirzapur,211754,village,MIRZAPUR,13.53,ICD Lucknow,248.39,Dhamra Port,640.26,Lal Bahadur Shastri International Airport (VNS),58.38,Sunauli ICP,279.66
Meudi,Mirzapur,211740,village,GAIPURA,14.92,ICD Lucknow,245.58,Dhamra Port,643.78,Lal Bahadur Shastri International Airport (VNS),62.7,Sunauli ICP,282.37
Bargawa,Mirzapur,212933,village,SAKTESGARH,3.71,ICD Patna,240.08,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,614.94,Lal Bahadur Shastri International Airport (VNS),47.19,Sunauli ICP,272.17
Dayalpur Raja,Mirzapur,211591,village,JHINGURA,6.28,ICD Patna,252.75,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,630.01,Lal Bahadur Shastri International Airport (VNS),46.8,Sunauli ICP,271.36
Kanvahi,Mirzapur,212437,village,DAGMAGPUR,4.08,ICD Patna,235.88,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,614.3,Lal Bahadur Shastri International Airport (VNS),41.94,Sunauli ICP,266.65
Durbasa,Mirzapur,212642,village,AHRAURA ROAD,14.75,ICD Patna,213.39,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,593.19,Lal Bahadur Shastri International Airport (VNS),46.43,Sunauli ICP,262.29
Chak Lathia,Mirzapur,212787,village,AHRAURA ROAD,18.09,ICD Patna,207.04,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,587.01,Lal Bahadur Shastri International Airport (VNS),49.96,Sunauli ICP,261.69
Gosaipur,Mirzapur,212440,village,CHUNAR,3.34,ICD Patna,232.02,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,611.21,Lal Bahadur Shastri International Airport (VNS),41.03,Sunauli ICP,265.04
Babhani,Mirzapur,212895,village,CHUNAR,8.33,ICD Patna,223.24,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,603.16,Lal Bahadur Shastri International Airport (VNS),41.88,Sunauli ICP,262.97
Visesharpur,Mirzapur,211416,village,MIRZAPUR,6.08,ICD Lucknow,249.98,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,637.39,Lal Bahadur Shastri International Airport (VNS),49.55,Sunauli ICP,272.46
Maripa,Mirzapur,212931,village,DAGMAGPUR,3.76,ICD Patna,237.28,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,615.43,Lal Bahadur Shastri International Airport (VNS),42.34,Sunauli ICP,267.24
Shripur,Mirzapur,212618,village,KAILAHAT,8.19,ICD Patna,220.81,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,601.49,Lal Bahadur Shastri International Airport (VNS),41.6,Sunauli ICP,261.69
Bikasi,Mirzapur,212804,village,AHRAURA ROAD,13.59,ICD Patna,211.16,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,592.45,Lal Bahadur Shastri International Airport (VNS),45.52,Sunauli ICP,260.13
Deonathpur,Mirzapur,212608,village,KAILAHAT,8.41,ICD Patna,220.4,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,601.07,Lal Bahadur Shastri International Airport (VNS),41.79,Sunauli ICP,261.66
Rasaina,Mirzapur,211609,village,PAHARA,4.2,ICD Patna,247.81,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,627.34,Lal Bahadur Shastri International Airport (VNS),42.21,Sunauli ICP,267.19
Barkachhakalan,Mirzapur,211423,village,JHINGURA,8.1,ICD Lucknow,253.09,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,634.0,Lal Bahadur Shastri International Airport (VNS),49.19,Sunauli ICP,272.96
Newada,Mirzapur,212616,village,KAILAHAT,8.75,ICD Patna,218.55,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,599.76,Lal Bahadur Shastri International Airport (VNS),41.76,Sunauli ICP,260.77
Pathanpatti,Mirzapur,211448,village,MIRZAPUR,4.79,ICD Lucknow,246.37,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,637.13,Lal Bahadur Shastri International Airport (VNS),40.53,Sunauli ICP,263.41
Kapsaur,Mirzapur,211637,village,PAHARA,3.07,ICD Patna,244.74,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,624.26,Lal Bahadur Shastri International Airport (VNS),41.38,Sunauli ICP,266.62
Argaja Pandepur,Mirzapur,211369,village,VINDHYACHAL,7.33,ICD Lucknow,242.06,Dhamra Port,646.17,Lal Bahadur Shastri International Airport (VNS),54.19,Sunauli ICP,273.69
Gurkhuli,Mirzapur,211626,village,DAGMAGPUR,3.18,ICD Patna,240.38,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,620.64,Lal Bahadur Shastri International Airport (VNS),39.55,Sunauli ICP,264.83
Harai,Mirzapur,211376,village,VINDHYACHAL,6.19,ICD Lucknow,243.59,Dhamra Port,644.35,Lal Bahadur Shastri International Airport (VNS),51.64,Sunauli ICP,272.11
Banauli,Mirzapur,212768,village,AHRAURA ROAD,13.34,ICD Patna,207.21,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,590.63,Lal Bahadur Shastri International Airport (VNS),45.0,Sunauli ICP,257.06
Bhorsar,Mirzapur,211406,village,MIRZAPUR,4.8,ICD Lucknow,244.85,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,642.5,Lal Bahadur Shastri International Airport (VNS),49.51,Sunauli ICP,270.74
Lohdi Khurd,Mirzapur,211392,village,MIRZAPUR,2.67,ICD Lucknow,246.03,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,640.43,Lal Bahadur Shastri International Airport (VNS),47.49,Sunauli ICP,269.4
Pahari Bhojpur,Mirzapur,211606,village,PAHARA,0.91,ICD Patna,244.83,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,625.88,Lal Bahadur Shastri International Airport (VNS),39.34,Sunauli ICP,264.48
Lathia,Mirzapur,212601,village,KAILAHAT,5.37,ICD Patna,220.1,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,602.93,Lal Bahadur Shastri International Airport (VNS),38.63,Sunauli ICP,258.67
Rupaidha,Mirzapur,212559,village,AHRAURA ROAD,4.78,ICD Patna,215.6,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,601.68,Lal Bahadur Shastri International Airport (VNS),35.86,Sunauli ICP,253.77
Dewari Mu. Gaura,Mirzapur,211048,village,JIGNA,4.77,ICD Lucknow,223.88,Dhamra Port,665.51,Lal Bahadur Shastri International Airport (VNS),64.09,Sunauli ICP,272.84
Khurdan,Mirzapur,211133,village,GAIPURA,4.26,ICD Lucknow,227.33,Dhamra Port,661.12,Lal Bahadur Shastri International Airport (VNS),56.96,Sunauli ICP,268.65
Jinno Darhi,Mirzapur,211287,village,VINDHYACHAL,4.71,ICD Lucknow,239.15,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,645.0,Lal Bahadur Shastri International Airport (VNS),42.77,Sunauli ICP,262.55
Basthan,Mirzapur,211253,village,VINDHYACHAL,4.53,ICD Lucknow,238.1,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,646.03,Lal Bahadur Shastri International Airport (VNS),42.91,Sunauli ICP,262.19
Sahaspura,Mirzapur,212577,village,KAILAHAT,2.57,ICD Patna,219.93,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,607.25,Lal Bahadur Shastri International Airport (VNS),31.75,Sunauli ICP,252.31
Kutui,Mirzapur,211487,village,MIRZAPUR,6.57,ICD Lucknow,242.02,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,640.65,Lal Bahadur Shastri International Airport (VNS),38.69,Sunauli ICP,260.22
Supantha,Mirzapur,211154,village,GYANPUR ROAD,5.18,ICD Lucknow,227.6,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,657.91,Lal Bahadur Shastri International Airport (VNS),49.33,Sunauli ICP,262.04
Danghar,Mirzapur,210993,village,JANGIGANJ,7.96,ICD Lucknow,220.14,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,668.18,Lal Bahadur Shastri International Airport (VNS),58.73,Sunauli ICP,265.62
Chak Madar,Mirzapur,212535,village,AHRAURA ROAD,7.07,ICD Patna,213.12,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,598.12,Lal Bahadur Shastri International Airport (VNS),38.93,Sunauli ICP,255.16
Sikhar,Mirzapur,212374,village,DAGMAGPUR,3.87,ICD Patna,234.63,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,617.56,Lal Bahadur Shastri International Airport (VNS),35.25,Sunauli ICP,260.18
Raipur,Mirzapur,211104,village,GAIPURA,1.97,ICD Lucknow,232.05,Dhamra Port,656.68,Lal Bahadur Shastri International Airport (VNS),58.36,Sunauli ICP,272.54
Mohammadpur Urf Dayalpur,Mirzapur,212565,village,KAILAHAT,2.23,ICD Patna,220.73,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,605.43,Lal Bahadur Shastri International Airport (VNS),35.48,Sunauli ICP,256.1
Gosai Daspur,Mirzapur,211101,village,GAIPURA,2.6,ICD Lucknow,231.31,Dhamra Port,657.5,Lal Bahadur Shastri International Airport (VNS),59.07,Sunauli ICP,272.75
Gharwas Patti,Mirzapur,211061,village,JIGNA,1.03,ICD Lucknow,227.53,Dhamra Port,661.48,Lal Bahadur Shastri International Airport (VNS),60.97,Sunauli ICP,272.29
Indi Parwatpur,Mirzapur,211517,village,JHINGURA,4.18,ICD Lucknow,247.19,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,635.66,Lal Bahadur Shastri International Airport (VNS),38.97,Sunauli ICP,262.29
Raipuria,Mirzapur,212447,village,CHUNAR,4.06,ICD Patna,226.9,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,610.64,Lal Bahadur Shastri International Airport (VNS),34.94,Sunauli ICP,258.06
Bedauli,Mirzapur,211444,village,JHINGURA,3.91,ICD Lucknow,247.48,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,636.26,Lal Bahadur Shastri International Airport (VNS),41.14,Sunauli ICP,264.3
Barai Baree,Mirzapur,211100,village,GAIPURA,2.72,ICD Lucknow,230.89,Dhamra Port,657.93,Lal Bahadur Shastri International Airport (VNS),59.13,Sunauli ICP,272.58
Mudawan,Mirzapur,211055,village,JIGNA,3.11,ICD Lucknow,226.96,Dhamra Port,662.62,Lal Bahadur Shastri International Airport (VNS),64.61,Sunauli ICP,275.12
Amiriti,Mirzapur,211603,village,PAHARA,2.56,ICD Patna,245.28,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,627.94,Lal Bahadur Shastri International Airport (VNS),37.33,Sunauli ICP,262.29
Shivrani,Mirzapur,211312,village,KATKA,3.08,ICD Lucknow,239.35,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,641.49,Lal Bahadur Shastri International Airport (VNS),34.24,Sunauli ICP,255.18
Diyawn,Mirzapur,211349,village,NIGATPUR,2.03,ICD Patna,237.31,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,627.16,Lal Bahadur Shastri International Airport (VNS),25.24,Sunauli ICP,250.44
Gegaraw,Mirzapur,211310,village,KATKA,4.09,ICD Lucknow,238.43,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,642.63,Lal Bahadur Shastri International Airport (VNS),35.01,Sunauli ICP,255.41
Kanaksarai,Mirzapur,211329,village,KACHHWA ROAD,3.09,ICD Patna,243.68,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,632.1,Lal Bahadur Shastri International Airport (VNS),29.25,Sunauli ICP,253.55
Chaksari(CT),Mirzapur,211284,village,MADHOSINGH,5.69,ICD Lucknow,238.9,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,644.49,Lal Bahadur Shastri International Airport (VNS),40.95,Sunauli ICP,260.85
Sursi,Mirzapur,212421,village,RAJA TALAB,7.92,ICD Patna,227.56,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,615.61,Lal Bahadur Shastri International Airport (VNS),27.99,Sunauli ICP,251.93
Bhawanipur,Mirzapur,212477,village,KAILAHAT,4.51,ICD Patna,220.46,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,609.23,Lal Bahadur Shastri International Airport (VNS),29.22,Sunauli ICP,250.25
Bauta Uma Prasad,Mirzapur,211011,village,JIGNA,8.02,ICD Lucknow,220.36,Dhamra Port,668.45,Lal Bahadur Shastri International Airport (VNS),61.28,Sunauli ICP,268.08
Chak Majhali Patti,Mirzapur,211233,village,AHIMANPUR,3.46,ICD Lucknow,233.5,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,650.33,Lal Bahadur Shastri International Airport (VNS),43.32,Sunauli ICP,260.18
Sinhar Kalan,Mirzapur,211476,village,KATKA,4.72,ICD Lucknow,243.24,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,638.02,Lal Bahadur Shastri International Airport (VNS),34.9,Sunauli ICP,257.37
Bishesharpur Mafi,Mirzapur,212647,village,AHRAURA ROAD,1.91,ICD Patna,212.87,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,603.49,Lal Bahadur Shastri International Airport (VNS),30.75,Sunauli ICP,247.1
Godhana,Mirzapur,211342,village,NIGATPUR,2.97,ICD Patna,239.82,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,628.9,Lal Bahadur Shastri International Airport (VNS),26.99,Sunauli ICP,251.95
Husenipur,Mirzapur,211243,village,AHIMANPUR,2.56,ICD Lucknow,233.99,Kolkata Port (Syama Prasad Mookerjee Port) incl. Haldia Dock Complex,649.13,Lal Bahadur Shastri International Airport (VNS),41.43,Sunauli ICP,258.78
