station_code,station_name,category,zone,division,state,total_passengers,total_revenue,source_url
LDM,LADERMER HALT,NSG6,,JU,Rajasthan,12045,498030,https://railway-stations-classification.pages.dev/
LDP,LODIPUR BISHENPUR,NSG6,NR,MB,Uttar Pradesh,33154,1155825,https://railway-stations-classification.pages.dev/
LDR,LANDAURA,NSG6,NR,MB,Uttarakhand,19723,681000,https://railway-stations-classification.pages.dev/
LDU,Lunidhar,NSG6,WR,BHAVNAGAR,Gujarat,6967,298897,https://railway-stations-classification.pages.dev/
LDW,LADHOWAL,NSG6,NR,FZR,Punjab,4191,157060,https://railway-stations-classification.pages.dev/
LDX,LADDA,NSG6,ECoR,WAT,Odisha,952,47995,https://railway-stations-classification.pages.dev/
LDY,Lakkiti,NSG6,SR,PGT,Kerala,78438,1907690,https://railway-stations-classification.pages.dev/
LEDO,Ledo,NSG5,NFR,TSK,Assam,240420,26551995,https://railway-stations-classification.pages.dev/
LGCE,LAGARGAWAN,NSG6,WCR,JBP,Madhya Pradesh,2762,116340,https://railway-stations-classification.pages.dev/
LGH,LALGARH JN,NSG3,NWR,BKN,Rajasthan,948110,299700075,https://railway-stations-classification.pages.dev/
LGL,LALGOLA,NSG5,ER,SDAH,West Bengal,1455667,44089082,https://railway-stations-classification.pages.dev/
LGO,LAL GOPAL GANJ,NSG5,NR,LKO,Uttar Pradesh,115996,18285995,https://railway-stations-classification.pages.dev/
LGRE,LINGIRI,NSG6,SCR,GTL,Karnataka,503,24895,https://railway-stations-classification.pages.dev/
LGT,Langting,NSG6,NFR,LMG,Assam,10332,582927,https://railway-stations-classification.pages.dev/
LHA,LEHRA GAGA,NSG6,NR,UMB,Punjab,249848,8279358,https://railway-stations-classification.pages.dev/
LHB,LAHABON,NSG6,ER,ASN,Bihar,68174,1505540,https://railway-stations-classification.pages.dev/
LHBK,Lothal Bhurki,NSG6,WR,BHAVNAGAR,Gujarat,88185,1148535,https://railway-stations-classification.pages.dev/
LHD,LOHOGAD,NSG6,SCR,NED,Maharashtra,18216,559300,https://railway-stations-classification.pages.dev/
LHL,Lahowal,NSG6,NFR,TSK,Assam,10715,407370,https://railway-stations-classification.pages.dev/
LHLL,LAHLI,NSG6,NWR,BKN,Haryana,14063,1077371,https://railway-stations-classification.pages.dev/
LHM,LEHRA MUHABBAT,NSG6,NR,UMB,Punjab,1373,64280,https://railway-stations-classification.pages.dev/
LHN,LACHYAN,NSG6,SWR,UBL,Karnataka,86636,2528735,https://railway-stations-classification.pages.dev/
LHU,LOHARU JN,NSG3,NWR,BKN,Haryana,925526,246880530,https://railway-stations-classification.pages.dev/
LIG,Linga,NSG6,SECR,NGP,Madhya Pradesh,24615,1161251,https://railway-stations-classification.pages.dev/
LIJ,Lachmiganj,NSG6,NER,BSB,Bihar,32313,1027170,https://railway-stations-classification.pages.dev/
LIR,Lachmipur,NSG6,NER,LJN,Uttar Pradesh,245373,6783840,https://railway-stations-classification.pages.dev/
LJN,Lucknow jn,NSG2,NER,LJN,Uttar Pradesh,6892990,2990397340,https://railway-stations-classification.pages.dev/
LJR,LANJIGARH ROAD,NSG6,ECoR,SBP,Odisha,31952,2287221,https://railway-stations-classification.pages.dev/
LKA,Lanka,NSG5,NFR,LMG,Assam,573960,52874529,https://railway-stations-classification.pages.dev/
LKBL,Lakha Bawal,NSG6,WR,RAJKOT,Gujarat,9098,427250,https://railway-stations-classification.pages.dev/
LKD,Lakodara,NSG6,WR,VADODARA,Gujarat,10597,260174,https://railway-stations-classification.pages.dev/
LKDM,LAKHUDARAM,NSG6,SCR,HYB,Telangana,0,0,https://railway-stations-classification.pages.dev/
LKE,LAKHERI,NSG5,WCR,KOTA,Rajasthan,312397,26029781,https://railway-stations-classification.pages.dev/
LKG,Lamsakhang,NSG6,NFR,LMG,Assam,26625,1011425,https://railway-stations-classification.pages.dev/
LKKD,Lakkadkot,NSG6,WR,MUMBAI,Gujarat,8900,196735,https://railway-stations-classification.pages.dev/
LKMR,LAKSHMIPUR ROAD,NSG6,ECoR,WAT,Odisha,21371,5840141,https://railway-stations-classification.pages.dev/
LKN,Lakhminia,NSG5,ECR,SEE,Bihar,538901,24288544,https://railway-stations-classification.pages.dev/
LKNA,LAKHNA,NSG6,ECoR,SBP,Odisha,24896,1980460,https://railway-stations-classification.pages.dev/
LKNR,Lakhpatnagar,NSG6,NER,LJN,Uttar Pradesh,6294,205360,https://railway-stations-classification.pages.dev/
LKO,LUCKNOW,NSG2,NR,LKO,Uttar Pradesh,13943784,4285138899,https://railway-stations-classification.pages.dev/
LKQ,Laukahabazar#,NSG6,ECR,SPJ,Bihar,0,0,https://railway-stations-classification.pages.dev/
LKR,Luckeesarai Jn,NSG4,ECR,DNR,Bihar,1136251,110137070,https://railway-stations-classification.pages.dev/
LKS,LUNKARANSAR,NSG5,,BKN,Rajasthan,281868,27863116,https://railway-stations-classification.pages.dev/
LKT,HULKOTI,NSG6,SWR,UBL,Karnataka,30339,780355,https://railway-stations-classification.pages.dev/
LKU,Lalkuan,NSG4,NER,IZN,Uttarakhand,1408420,165836378,https://railway-stations-classification.pages.dev/
LKW,LAKHEWALI,NSG6,NR,FZR,Punjab,78579,1981709,https://railway-stations-classification.pages.dev/
LKY,LAKHMAPUR,NSG6,SWR,UBL,Karnataka,27006,523275,https://railway-stations-classification.pages.dev/
LLBR,Lalabazar,NSG6,NFR,LMG,Assam,73730,1176670,https://railway-stations-classification.pages.dev/
LLGM,LELLIGUMMA,NSG6,ECoR,WAT,Odisha,3047,162470,https://railway-stations-classification.pages.dev/
LLI,Lalgudi,NSG5,SR,TPJ,Tamil Nadu,179584,17611813,https://railway-stations-classification.pages.dev/
LLJ,LALGANJ,NSG5,NR,LKO,Uttar Pradesh,202504,36055957,https://railway-stations-classification.pages.dev/
LLJP,Lalganj Pakri,NSG6,ECR,SEE,Bihar,15783,158575,https://railway-stations-classification.pages.dev/
LLKN,LAL KALAN,NSG6,NR,UMB,Punjab,2,120,https://railway-stations-classification.pages.dev/
LLP,Lalitgram,NSG6,ECR,SPJ,Bihar,33664,787131,https://railway-stations-classification.pages.dev/
LLR,Lalpur,NSG6,NCR,JHS,Uttar Pradesh,20057,1089705,https://railway-stations-classification.pages.dev/
LLST,LALSOT,NSG6,NWR,JAIPUR,Rajasthan,1371,23745,https://railway-stations-classification.pages.dev/
LLTG,LALITAGIRI,NSG6,ECoR,KUR,Odisha,737,18600,https://railway-stations-classification.pages.dev/
LLU,LALRU,NSG6,NR,UMB,Punjab,57943,2057105,https://railway-stations-classification.pages.dev/
LM,Limbadi,NSG5,WR,BHAVNAGAR,Gujarat,281468,13255678,https://railway-stations-classification.pages.dev/
LMA,Lambiya,NSG6,NWR,AII,Rajasthan,5186,208000,https://railway-stations-classification.pages.dev/
LMC,Lakhamanchi,NSG6,WR,RAJKOT,Gujarat,0,0,https://railway-stations-classification.pages.dev/
LMG,Lumding Jn,NSG4,NFR,LMG,Assam,916236,197351080,https://railway-stations-classification.pages.dev/
LMK,Limkheda,NSG6,WR,RATLAM,Gujarat,55120,3202150,https://railway-stations-classification.pages.dev/
LMM,LAILAKH MAMALKHA,NSG6,ER,MALDA,Bihar,41063,1001175,https://railway-stations-classification.pages.dev/
LMN,LACHHMANPUR,NSG6,NR,LKO,Uttar Pradesh,45922,3755207,https://railway-stations-classification.pages.dev/
LMNR,Laxmibainagar,NSG5,WR,RATLAM,Madhya Pradesh,298590,52438988,https://railway-stations-classification.pages.dev/
LMO,Liliyamota,NSG5,WR,BHAVNAGAR,Gujarat,92241,21042227,https://railway-stations-classification.pages.dev/
LMP,Lakhimpur,NSG5,NER,LJN,Uttar Pradesh,1064372,52102403,https://railway-stations-classification.pages.dev/
LMT,ALAMATTI,NSG5,SWR,UBL,Karnataka,304403,28940254,https://railway-stations-classification.pages.dev/
LMY,Laimekuri,NSG6,NFR,TSK,Assam,35429,1698010,https://railway-stations-classification.pages.dev/
LNH,LAXMANGARH SIKAR,NSG5,,JAIPUR,Rajasthan,267981,27767611,https://railway-stations-classification.pages.dev/
LNK,LOHIAN KHAS Jn,NSG5,NR,FZR,Punjab,114490,16909248,https://railway-stations-classification.pages.dev/
LNL,Lonavala,NSG3,CR,BB,Maharashtra,4366293,255548051,https://railway-stations-classification.pages.dev/
LNN,Lonand,NSG5,CR,PUNE,Maharashtra,98969,12182053,https://railway-stations-classification.pages.dev/
LNO,Lohanaroad,NSG6,ECR,SPJ,Bihar,54109,1263095,https://railway-stations-classification.pages.dev/
LNR,LUNI RICHHA,NSG6,WCR,KOTA,Madhya Pradesh,11867,538300,https://railway-stations-classification.pages.dev/
LNT,Lingti,NSG6,CR,NGP,Maharashtra,16,6662,https://railway-stations-classification.pages.dev/
LOA,Lorha,NSG6,SECR,BSP,Madhya Pradesh,3538,167650,https://railway-stations-classification.pages.dev/
LOG,LOHGARA,NSG6,NCR,PRYJ,Uttar Pradesh,10343,518250,https://railway-stations-classification.pages.dev/
LOGH,LOTTEGOLHALLI,NSG6,SWR,SBC,Karnataka,70503,2242895,https://railway-stations-classification.pages.dev/
LOM,Lodhma,NSG6,SER,RNC,Jharkhand,3488,170010,https://railway-stations-classification.pages.dev/
LONI,Loni,NSG6,CR,PUNE,Maharashtra,346774,6821845,https://railway-stations-classification.pages.dev/
LOT,LOHTA,NSG6,NR,LKO,Uttar Pradesh,13415,2425908,https://railway-stations-classification.pages.dev/
LOV,Lovedale,NSG6,SR,SA,Tamil Nadu,3676,579789,https://railway-stations-classification.pages.dev/
LP,Lalapet,NSG6,SR,SA,Tamil Nadu,133125,971060,https://railway-stations-classification.pages.dev/
LPG,LAPANGA,NSG6,ECoR,SBP,Odisha,16848,480570,https://railway-stations-classification.pages.dev/
LPH,Lotapahar,NSG6,SER,CKP,Jharkhand,29670,475334,https://railway-stations-classification.pages.dev/
LPI,LINGAMPALLI,NSG2,SCR,SC,Telangana,5843624,1111112576,https://railway-stations-classification.pages.dev/
LPJ,Lalpurjam,NSG6,WR,BHAVNAGAR,Gujarat,10802,1333143,https://railway-stations-classification.pages.dev/
LPJL,LINGAMPET JAGTIAL,NSG6,SCR,SC,Telangana,14336,3236103,https://railway-stations-classification.pages.dev/
LPK,Lapetkata,NSG6,NFR,TSK,Assam,0,0,https://railway-stations-classification.pages.dev/
LPN,Laopani,NSG6,NFR,LMG,Assam,2,60,https://railway-stations-classification.pages.dev/
LPNR,LAJPAT NAGAR,NSG6,NR,DLI,Delhi,54,220,https://railway-stations-classification.pages.dev/
LPR,Lilapur Road,NSG6,WR,RAJKOT,Gujarat,0,0,https://railway-stations-classification.pages.dev/
LR,LADPURA,NSG6,NWR,JAIPUR,Rajasthan,2048,21890,https://railway-stations-classification.pages.dev/
LRD,Lar Road,NSG5,NER,BSB,Uttar Pradesh,319754,49692882,https://railway-stations-classification.pages.dev/
LRJ,LAKSAR JN,NSG5,NR,MB,Uttarakhand,683393,66528418,https://railway-stations-classification.pages.dev/
LRU,LALPUR UMRI,NSG6,WCR,KOTA,Rajasthan,20702,795380,https://railway-stations-classification.pages.dev/
LS,Lasalgaon,NSG5,CR,BSL,Maharashtra,334589,19392289,https://railway-stations-classification.pages.dev/
LSD,Lusadia,NSG6,NWR,AII,Gujrat,3270,180000,https://railway-stations-classification.pages.dev/
LSI,Laheriasarai,NSG5,ECR,SPJ,Bihar,476439,26637407,https://railway-stations-classification.pages.dev/
LSR,LASUR,NSG5,SCR,NED,Maharashtra,315599,10298821,https://railway-stations-classification.pages.dev/
LSX,LOISINGHA,NSG6,ECoR,SBP,Odisha,117951,8441838,https://railway-stations-classification.pages.dev/
LT,Lahavit,NSG6,CR,BSL,Maharashtra,2258,94860,https://railway-stations-classification.pages.dev/
LTA,Lamta,NSG6,SECR,NGP,Madhya Pradesh,45562,2029306,https://railway-stations-classification.pages.dev/
LTD,Lathidad,NSG6,WR,BHAVNAGAR,Gujarat,15334,542610,https://railway-stations-classification.pages.dev/
LTG,Lataguri,NSG6,NFR,APDJ,West Bengal,19441,542930,https://railway-stations-classification.pages.dev/
LTHR,Latehar,NSG5,ECR,DHN,Jharkhand,275382,33728611,https://railway-stations-classification.pages.dev/
LTI,Latteri,NSG6,SR,MAS,Tamil Nadu,747,29665,https://railway-stations-classification.pages.dev/
LTK,Lathikata,NSG6,SER,CKP,Odisha,15,430,https://railway-stations-classification.pages.dev/
LTMD,Latemda,NSG6,SER,RNC,Jharkhand,45283,1151765,https://railway-stations-classification.pages.dev/
LTR,Lakhtar,NSG6,WR,RAJKOT,Gujarat,9756,1656272,https://railway-stations-classification.pages.dev/
LTRR,LATUR ROAD,NSG5,SCR,SC,Maharashtra,435775,77864003,https://railway-stations-classification.pages.dev/
LTT,Lokmanya Tilak Terminus,NSG1,CR,BB,Maharashtra,14680379,10367606153,https://railway-stations-classification.pages.dev/
LUNI,LUNI JN,NSG5,NWR,JU,Rajasthan,480707,33331502,https://railway-stations-classification.pages.dev/
LUR,LATUR,NSG3,CR,SUR,Maharashtra,633431,211933818,https://railway-stations-classification.pages.dev/
LUSA,LUSA,NSG6,NCR,PRYJ,Uttar Pradesh,10834,1556197,https://railway-stations-classification.pages.dev/
LWR,ALNAWAR,NSG5,SWR,UBL,Karnataka,189241,23454348,https://railway-stations-classification.pages.dev/
LXA,Lakwa,NSG6,NFR,TSK,Assam,57354,2531478,https://railway-stations-classification.pages.dev/
LXD,Laxmannath Road,NSG6,SER,KGP,Odisha,67301,2013581,https://railway-stations-classification.pages.dev/
LXR,Lunsariya,NSG6,WR,RAJKOT,Gujarat,0,0,https://railway-stations-classification.pages.dev/
LYD,Layabad,NSG6,SER,ADRA,Jharkhand,26142,767009,https://railway-stations-classification.pages.dev/
MA,MADHA,NSG6,CR,SUR,Maharashtra,21843,1642973,https://railway-stations-classification.pages.dev/
MAA,Mawal,NSG6,,AII,Rajasthan,10908,531000,https://railway-stations-classification.pages.dev/
MAAR,MALAR,NSG6,NWR,BKN,Rajasthan,1620,99940,https://railway-stations-classification.pages.dev/
MABA,MANDI BAMORA,NSG5,WCR,BPL,Madhya Pradesh,553032,29102269,https://railway-stations-classification.pages.dev/
MABD,MAHBUBABAD,NSG4,SCR,SC,Telangana,1781180,135361250,https://railway-stations-classification.pages.dev/
MABN,MABAN,NSG6,WCR,BPL,Madhya Pradesh,4128,186730,https://railway-stations-classification.pages.dev/
MAD,MADDUR,NSG5,SWR,SBC,Karnataka,1331796,42321385,https://railway-stations-classification.pages.dev/
MADA,MAONDA,NSG6,NWR,JAIPUR,Rajasthan,80178,2650480,https://railway-stations-classification.pages.dev/
MAE,Matheran,NSG4P,CR,BB,Maharashtra,257959,17151370,https://railway-stations-classification.pages.dev/
MAEL,Mael,NSG6,SER,RNC,Jharkhand,17564,489290,https://railway-stations-classification.pages.dev/
MAG,MANGALAGIRI,NSG4,SCR,GNT,Andhra Pradesh,278711,32483046,https://railway-stations-classification.pages.dev/
MAGH,MANIKGARH,NSG6,SCR,SC,Maharashtra,12071,666935,https://railway-stations-classification.pages.dev/
MAH,MADHOGANJ,NSG6,NR,MB,Uttar Pradesh,68906,2400145,https://railway-stations-classification.pages.dev/
MAHE,Mahe,NSG4,SR,PGT,Kerala,877050,45579614,https://railway-stations-classification.pages.dev/
MAHI,MAHIPUR,NSG6,ECoR,KUR,Odisha,33654,1624550,https://railway-stations-classification.pages.dev/
MAHM,MAHAM,NSG6,NR,DLI,Haryana,413,8950,https://railway-stations-classification.pages.dev/
MAHO,MAHOLI,NSG6,NR,MB,Uttar Pradesh,12450,568675,https://railway-stations-classification.pages.dev/
MAI,Mehsi,NSG5,ECR,SPJ,Bihar,216546,23078205,https://railway-stations-classification.pages.dev/
MAJN,Mangalore jn,NSG3,SR,PGT,Karnataka,1225186,646189943,https://railway-stations-classification.pages.dev/
MAKH,Mokhampura,NSG6,NWR,AII,Rajasthan,765,29000,https://railway-stations-classification.pages.dev/
MAKM,Mararikulam,NSG6,SR,TVC,Kerala,423468,6545072,https://railway-stations-classification.pages.dev/
MAKR,BINA MALKHEDI,NSG5,WCR,JBP,Madhya Pradesh,62264,21002753,https://railway-stations-classification.pages.dev/
MALA,Mala,NSG6,NER,IZN,Uttar Pradesh,0,0,https://railway-stations-classification.pages.dev/
MALB,Maliya Miyana,NSG6,WR,AHMEDABAD,Gujarat,14948,2200289,https://railway-stations-classification.pages.dev/
MALM,MANTHRALAYAM ROAD,NSG3,SCR,GTL,Andhra Pradesh,936889,267241772,https://railway-stations-classification.pages.dev/
MALR,Mallur,NSG6,SR,SA,Tamil Nadu,2380,85400,https://railway-stations-classification.pages.dev/
MAM,Mangalmahudi,NSG6,WR,RATLAM,Gujarat,17831,861465,https://railway-stations-classification.pages.dev/
MAN,Maninagar,NSG4,WR,AHMEDABAD,Gujarat,629139,50533740,https://railway-stations-classification.pages.dev/
MANA,Mana,NSG6,CR,BSL,Maharashtra,20446,614190,https://railway-stations-classification.pages.dev/
MANE,MANESHWAR,NSG6,ECoR,SBP,Odisha,2067,151195,https://railway-stations-classification.pages.dev/
MANU,Manu,NSG6,NFR,LMG,Tripura,298402,7992180,https://railway-stations-classification.pages.dev/
MAP,Morappur,NSG5,SR,SA,Tamil Nadu,545040,64565856,https://railway-stations-classification.pages.dev/
MAQ,Mangalore Central,NSG2,SR,PGT,Karnataka,4954844,1103238790,https://railway-stations-classification.pages.dev/
MAR,MULANUR,NSG6,SWR,SBC,Andhra Pradesh,129354,2331268,https://railway-stations-classification.pages.dev/
MAS,MGR Chennai Central,NSG1,SR,MAS,Tamil Nadu,30595837,12993143870,https://railway-stations-classification.pages.dev/
MASK,MAISAR KHANA,NSG6,NR,DLI,Uttar Pradesh,3068,125130,https://railway-stations-classification.pages.dev/
MAU,Mau Jn,NSG2,NER,BSB,Uttar Pradesh,3285911,1065597950,https://railway-stations-classification.pages.dev/
MAUR,MAUR,NSG5,NR,DLI,PUNJAB,169314,12035539,https://railway-stations-classification.pages.dev/
MAY,MARIAHU,NSG5,NR,LKO,Uttar Pradesh,125601,46861456,https://railway-stations-classification.pages.dev/
MB,MORADABAD JN,NSG2,NR,MB,Uttar Pradesh,5728530,1054603459,https://railway-stations-classification.pages.dev/
MBA,Mahoba Jn,NSG3,NCR,JHS,Uttar Pradesh,1197951,225932186,https://railway-stations-classification.pages.dev/
MBB,MURSHIDABAD,NSG4P,ER,SDAH,West Bengal,2031808,50855224,https://railway-stations-classification.pages.dev/
MBDD,MAA BARAHI DEVI DHAM,NSG6,NR,LKO,Uttar Pradesh,59063,5385649,https://railway-stations-classification.pages.dev/
MBDP,"MAA BELHA DEVI DHAM
 PRATAPGARH JN",NSG3,NR,LKO,Uttar Pradesh,1193519,464142958,https://railway-stations-classification.pages.dev/
MBF,MUNABAO,NSG6,,JU,Rajasthan,12010,566250,https://railway-stations-classification.pages.dev/
MBG,Maibang,NSG6,NFR,LMG,Assam,46662,4260644,https://railway-stations-classification.pages.dev/
MBGA,MARWAR BAGRA,NSG6,NWR,JU,Rajasthan,48183,2376972,https://railway-stations-classification.pages.dev/
MBI,Madhubani,NSG3,ECR,SPJ,Bihar,1361945,330396116,https://railway-stations-classification.pages.dev/
MBL,MANUBOLU,NSG6,SCR,BZA,Andhra Pradesh,10757,285290,https://railway-stations-classification.pages.dev/
MBM,Mambalam,NSG3P,SR,MAS,Tamil Nadu,6624333,54868988,https://railway-stations-classification.pages.dev/
MBNL,MARWAR BHINMAL,NSG4,NWR,JU,Rajasthan,806875,155910066,https://railway-stations-classification.pages.dev/
MBNR,MAHABUBNAGAR,NSG4,SCR,HYB,Telangana,819322,118631110,https://railway-stations-classification.pages.dev/
MBO,Mairabari,NSG6,NFR,LMG,Assam,36277,817135,https://railway-stations-classification.pages.dev/
MBP,Mohibullapur,NSG5,NER,LJN,Uttar Pradesh,658440,25075180,https://railway-stations-classification.pages.dev/
MBS,Madhosingh,NSG6,NER,BSB,Uttar Pradesh,82178,7524795,https://railway-stations-classification.pages.dev/
MBT,MARWAR BITHRI,NSG6,,JU,Rajasthan,6900,365920,https://railway-stations-classification.pages.dev/
MBU,Melpattambakkam,NSG6,SR,TPJ,Tamil Nadu,23333,531240,https://railway-stations-classification.pages.dev/
MBV,MIRZAPUR BACHHOD,NSG6,,JAIPUR,Haryana,15704,609500,https://railway-stations-classification.pages.dev/
MBW,MALWARA,NSG6,NWR,JU,Rajasthan,30984,1487885,https://railway-stations-classification.pages.dev/
MBY,MANDI DABWALI,NSG5,NWR,BKN,Haryana,560173,45367540,https://railway-stations-classification.pages.dev/
MCDA,"MAA CHANDIKA DEVI
 DHAM ANTU",NSG5,NR,LKO,Uttar Pradesh,105607,11846731,https://railway-stations-classification.pages.dev/
MCI,MANCHIRYAL,NSG3,SCR,SC,Telangana,1363892,236154289,https://railway-stations-classification.pages.dev/
MCLA,MACHERLA,NSG5,SCR,GNT,Andhra Pradesh,300204,16714240,https://railway-stations-classification.pages.dev/
MCN,Mukundarayapuram,NSG6,SR,MAS,Tamil Nadu,238415,7761146,https://railway-stations-classification.pages.dev/
MCO,Motihari Court,NSG6,ECR,SPJ,Bihar,10101,319955,https://railway-stations-classification.pages.dev/
MCPE,MARWAR CHHAPARI,NSG6,NWR,JU,Rajasthan,5806,255095,https://railway-stations-classification.pages.dev/
MCQ,Mirchadhori,NSG6,ECR,DHN,Uttar Pradesh,520,61821,https://railway-stations-classification.pages.dev/
MCRD,Mecheri road,NSG6,SR,SA,Tamil Nadu,533,18250,https://railway-stations-classification.pages.dev/
MCS,MANCHESWAR,NSG6,ECoR,KUR,Odisha,167174,7591784,https://railway-stations-classification.pages.dev/
MCSC,MCS Chhatarpur,NSG4,NCR,JHS,Madhya Pradesh,677217,179725564,https://railway-stations-classification.pages.dev/
